,Date,Ticker,Representative,Transaction,Amount,Range
1015,2020-06-19,CTLT, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1016,2020-06-01,CTLT, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1017,2020-05-28,CTLT, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1018,2020-05-27,CTLT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1019,2020-05-19,CTLT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1020,2020-05-19,CTLT, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1021,2020-05-15,CTLT, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1022,2020-02-06,CTLT, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1023,2020-02-04,CTLT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1024,2020-02-03,CTLT, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1025,2019-11-29,CTLT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1026,2019-11-27,CTLT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1027,2019-11-26,CTLT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1028,2019-10-08,CTLT, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1029,2019-02-27,CTLT, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1030,2023-01-31,MDLZ, Daniel Goldman,Purchase,15001.0,"$15,001-$50,000"
1031,2023-01-31,MDLZ, Kevin Hern,Sale,1001.0,"$1,001-$15,000"
1032,2022-04-12,MDLZ, Kevin Hern,Sale,15001.0,"$15,001-$50,000"
1033,2022-03-16,MDLZ, John Rutherford,Sale,1001.0,"$1,001-$15,000"
1034,2022-01-18,MDLZ, Pete Sessions,Sale,1001.0,"$1,001-$15,000"
1035,2020-09-23,MDLZ, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1036,2020-07-28,MDLZ, Carol Devine Miller,Sale,1001.0,"$1,001-$15,000"
1037,2020-07-27,MDLZ, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
1038,2020-02-20,MDLZ, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
1039,2020-02-14,MDLZ, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
1040,2019-12-18,MDLZ, John B. Larson,Sale,1001.0,"$1,001-$15,000"
1041,2019-01-04,MDLZ, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1042,2018-08-28,MDLZ, Carlos Curbelo,Purchase,1001.0,"$1,001-$15,000"
1043,2018-04-06,MDLZ, Carlos Curbelo,Sale,1001.0,"$1,001-$15,000"
1044,2018-02-14,MDLZ, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
1045,2021-07-22,WORK, Nancy Pelosi,Sale,250001.0,"$250,001-$1,000,000"
1046,2020-12-10,WORK, James Comer,Sale,1001.0,"$1,001-$15,000"
1047,2020-02-20,WORK, Nancy Pelosi,Purchase,250001.0,"$250,001-$1,000,000"
1048,2022-11-23,CHD, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1049,2021-11-18,CHD, Peter Welch,Sale,15001.0,"$15,001-$50,000"
1050,2021-08-27,CHD, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1051,2021-08-27,CHD, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1052,2021-06-11,CHD, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1053,2021-03-10,CHD, Richard W. Allen,Sale,15001.0,"$15,001-$50,000"
1054,2020-02-28,CHD, Peter Welch,Purchase,1001.0,"$1,001-$15,000"
1055,2019-02-26,CHD, Elizabeth Fletcher,Sale,1001.0,"$1,001-$15,000"
1056,2021-06-10,VRSN, William R. Keating,Sale,1001.0,"$1,001-$15,000"
1057,2021-04-14,VRSN, William R. Keating,Purchase,1001.0,"$1,001-$15,000"
1058,2021-03-17,VRSN, William R. Keating,Purchase,1001.0,"$1,001-$15,000"
1059,2020-09-23,VRSN, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1060,2020-03-18,VRSN, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1061,2019-04-25,VRSN, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1062,2017-08-10,VRSN, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1063,2019-06-24,LLL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
1064,2019-03-22,LLL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1065,2020-06-29,CXW, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
1066,2020-01-09,CXW, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
1067,2019-12-09,CXW, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
1068,2019-10-11,CXW, Greg Gianforte,Purchase,50001.0,"$50,001-$100,000"
1069,2019-09-10,CXW, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1070,2019-01-23,CXW, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
1071,2018-11-19,CXW, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1072,2018-07-16,CXW, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
1073,2018-07-05,CXW, Gary Palmer,Purchase,1001.0,"$1,001-$15,000"
1074,2021-11-11,LZ, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
1075,2021-08-16,LZ, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1076,2021-08-13,LZ, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1077,2019-06-24,ADUS, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
1078,2022-09-08,LBRDA, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
1079,2022-09-08,LBRDA, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
1080,2022-09-08,LBRDA, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
1081,2022-08-12,LBRDA, Cindy Axne,Sale,1001.0,"$1,001-$15,000"
1082,2022-01-13,LBRDA, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1083,2021-04-08,LBRDA, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1084,2020-12-30,LBRDA, Cindy Axne,Purchase,1001.0,"$1,001-$15,000"
1085,2020-12-21,LBRDA, Christopher L. Jacobs,Exchange,1001.0,"$1,001-$15,000"
1086,2020-06-05,LBRDA, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1087,2021-12-21,MPLX, Mark Dr Green,Sale,500001.0,"$500,001"
1088,2021-11-08,MPLX, Mark Dr Green,Purchase,500001.0,"$500,001"
1089,2021-05-13,MPLX, Mark Dr Green,Sale,500001.0,"$500,001"
1090,2021-04-14,MPLX, Mark Dr Green,Purchase,100001.0,"$100,001-250,000"
1091,2021-03-01,MPLX, Mark Dr Green,Purchase,50001.0,"$50,001-$100,000"
1092,2021-02-19,MPLX, Mark Dr Green,Purchase,50001.0,"$50,001-$100,000"
1093,2021-02-12,MPLX, Mark Dr Green,Purchase,100001.0,"$100,001-250,000"
1094,2021-01-19,MPLX, Mark Dr Green,Purchase,100001.0,"$100,001-250,000"
1095,2020-11-09,MPLX, Mark Green,Sale,250001.0,"$250,001-$1,000,000"
1096,2020-10-05,MPLX, Mark Green,Purchase,50001.0,"$50,001-$100,000"
1097,2020-09-16,MPLX, Mark Green,Purchase,15001.0,"$15,001-$50,000"
1098,2020-08-28,MPLX, Mark Green,Purchase,15001.0,"$15,001-$50,000"
1099,2020-08-11,MPLX, Mark Green,Sale,100001.0,"$100,001-250,000"
1100,2020-08-06,MPLX, Mark Green,Purchase,1001.0,"$1,001-$15,000"
1101,2020-08-04,MPLX, Mark Green,Purchase,15001.0,"$15,001-$50,000"
1102,2020-08-04,MPLX, Mark Green,Purchase,1001.0,"$1,001-$15,000"
1103,2020-07-02,MPLX, Mark Green,Purchase,100001.0,"$100,001-250,000"
1104,2020-06-11,MPLX, Mark Green,Purchase,15001.0,"$15,001-$50,000"
1105,2020-06-10,MPLX, Mark Green,Purchase,100001.0,"$100,001-250,000"
1106,2020-06-10,MPLX, Mark Green,Purchase,15001.0,"$15,001-$50,000"
1107,2019-04-01,MPLX, Bill Flores,Sale,15001.0,"$15,001-$50,000"
1108,2018-12-17,MPLX, David A. Trott,Purchase,15001.0,"$15,001-$50,000"
1109,2018-12-07,MPLX, Bill Flores,Sale,1001.0,"$1,001-$15,000"
1110,2018-12-04,MPLX, Bill Flores,Sale,1001.0,"$1,001-$15,000"
1111,2018-09-11,MPLX, David A. Trott,Purchase,1001.0,"$1,001-$15,000"
1112,2018-08-02,MPLX, Bill Flores,Sale,1001.0,"$1,001-$15,000"
1113,2018-06-12,MPLX, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
1114,2018-05-25,MPLX, Bill Flores,Sale,1001.0,"$1,001-$15,000"
1115,2018-05-21,MPLX, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
1116,2018-05-10,MPLX, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
1117,2022-02-17,TRI, John Rutherford,Sale,1001.0,"$1,001-$15,000"
1118,2017-07-17,TRI, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
1119,2022-05-18,OXBR, Virginia Foxx,Sale,1001.0,"$1,001-$15,000"
1120,2022-02-16,OXBR, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1121,2022-03-16,TFC, John Rutherford,Sale,1001.0,"$1,001-$15,000"
1122,2021-12-16,TFC, Marjorie Taylor Greene,Sale,15001.0,"$15,001-$50,000"
1123,2021-05-12,TFC, Marjorie Taylor Greene,Purchase,1001.0,"$1,001-$15,000"
1124,2021-02-16,TFC,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
1125,2021-02-08,TFC, Mo Brooks,Sale,1001.0,"$1,001-$15,000"
1126,2021-01-21,TFC, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
1127,2021-01-04,TFC, Christopher L. Jacobs,Sale,1001.0,"$1,001-$15,000"
1128,2020-08-07,TFC, Joe Courtney,Sale,1001.0,"$1,001-$15,000"
1129,2020-07-30,TFC, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1130,2020-06-10,TFC, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
1131,2020-05-13,TFC, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1132,2020-04-29,TFC, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1133,2020-04-29,TFC, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1134,2020-04-15,TFC, Richard W. Allen,Sale,15001.0,"$15,001-$50,000"
1135,2020-04-02,TFC, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1136,2020-04-02,TFC, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1137,2020-03-18,TFC, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1138,2020-02-20,TFC, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
1139,2020-02-02,TFC, Mo Brooks,Sale,15001.0,"$15,001-$50,000"
1140,2019-12-31,TFC, Joe Courtney,Purchase,1001.0,"$1,001-$15,000"
1141,2022-05-17,VCSH, David P. Joyce,Sale,1001.0,"$1,001-$15,000"
1142,2019-03-22,VCSH, David P. Joyce,Purchase,15001.0,"$15,001-$50,000"
1143,2018-10-19,VCSH, Thomas Macarthur,Purchase,1001.0,"$1,001-$15,000"
1144,2018-10-19,VCSH, Thomas Macarthur,Purchase,15001.0,"$15,001-$50,000"
1145,2018-06-13,VCSH, Thomas Macarthur,Purchase,50001.0,"$50,001-$100,000"
1146,2018-06-13,VCSH, Thomas Macarthur,Purchase,15001.0,"$15,001-$50,000"
1147,2022-06-28,MFC, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
1148,2022-06-22,MFC, Virginia Foxx,Sale,100001.0,"$100,001-250,000"
1149,2022-04-05,MFC, Joe Courtney,Sale,1001.0,"$1,001-$15,000"
1150,2022-02-24,MFC, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
1151,2022-02-17,MFC, John Rutherford,Sale,1001.0,"$1,001-$15,000"
1152,2020-05-05,MFC, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1153,2019-05-23,MFC, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1154,2019-05-07,MFC, Virginia Foxx,Purchase,50001.0,"$50,001-$100,000"
1155,2018-08-05,MFC, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
1156,2017-07-11,MFC, John Rutherford,Purchase,1001.0,"$1,001-$15,000"
1157,2020-12-16,LH, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1158,2020-04-28,LH, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1159,2020-03-18,LH, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1160,2020-01-09,LH, Michael John Gallagher,Sale,1001.0,"$1,001-$15,000"
1161,2019-03-14,LH, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1162,2018-09-05,LH, Bradley S. Schneider,Sale,250001.0,"$250,001-$1,000,000"
1163,2019-09-12,LNN, Peter Welch,Sale,1001.0,"$1,001-$15,000"
1164,2018-11-05,LNN, Peter Welch,Sale,1001.0,"$1,001-$15,000"
1165,2018-06-22,LNN, Peter Welch,Sale,1001.0,"$1,001-$15,000"
1166,2022-11-04,TMUS, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
1167,2022-11-03,TMUS, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
1168,2022-11-03,TMUS, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
1169,2022-10-21,TMUS, John Curtis,Sale,1001.0,"$1,001-$15,000"
1170,2022-05-17,TMUS, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1171,2022-03-09,TMUS, John Curtis,Purchase,1001.0,"$1,001-$15,000"
1172,2021-12-27,TMUS, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1173,2021-09-02,TMUS, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
1174,2021-08-09,TMUS, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
1175,2021-06-22,TMUS, John Curtis,Purchase,1001.0,"$1,001-$15,000"
1176,2021-02-23,TMUS, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1177,2021-02-19,TMUS, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1178,2021-02-09,TMUS, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1179,2021-01-05,TMUS, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1180,2020-09-23,TMUS, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1181,2020-06-26,TMUS, Susie Lee,Purchase,0.01,$.01
1182,2020-05-26,TMUS, John A. Yarmuth,Purchase,1001.0,"$1,001-$15,000"
1183,2020-04-29,TMUS, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1184,2020-04-29,TMUS, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1185,2020-04-09,TMUS, Alan S. Lowenthal,Purchase,257.45,$257.45
1186,2020-04-09,TMUS, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1187,2020-03-23,TMUS, Zoe Lofgren,Sale,1001.0,"$1,001-$15,000"
1188,2020-03-04,TMUS, Alan S. Lowenthal,Purchase,369.93,$369.93
1189,2020-03-04,TMUS, Alan S. Lowenthal,Purchase,369.93,$369.93
1190,2020-03-04,TMUS, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1191,2020-02-18,TMUS, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
1192,2020-02-18,TMUS, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
1193,2020-02-13,TMUS, Alan S. Lowenthal,Purchase,669.93,$669.93
1194,2020-02-11,TMUS, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
1195,2019-05-20,TMUS, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1196,2019-02-26,TMUS, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1197,2017-04-17,TMUS, Gary Palmer,Purchase,1001.0,"$1,001-$15,000"
1198,2022-09-29,GOGL, Virginia Foxx,Sale,15001.0,"$15,001-$50,000"
1199,2022-09-15,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1200,2022-08-30,GOGL, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
1201,2022-08-29,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1202,2022-08-26,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1203,2022-08-24,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1204,2022-08-22,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1205,2022-08-19,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1206,2022-08-18,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1207,2022-08-17,GOGL, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
1208,2021-08-13,CHWY, Marie Newman,Sale,1001.0,"$1,001-$15,000"
1209,2021-07-09,CHWY, Marie Newman,Sale,1001.0,"$1,001-$15,000"
1210,2021-07-02,CHWY, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1211,2021-04-05,CHWY, Marie Newman,Purchase,15001.0,"$15,001-$50,000"
1212,2021-04-05,CHWY, Marie Newman,Sale,15001.0,"$15,001-$50,000"
1213,2021-03-01,CHWY, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1214,2021-02-16,CHWY, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1215,2021-02-12,CHWY, Marie Newman,Sale,15001.0,"$15,001-$50,000"
1216,2021-02-08,CHWY, Marie Newman,Purchase,15001.0,"$15,001-$50,000"
1217,2021-02-05,CHWY, Marie Newman,Sale,1001.0,"$1,001-$15,000"
1218,2021-02-05,CHWY, Marie Newman,Sale,1001.0,"$1,001-$15,000"
1219,2021-02-03,CHWY, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1220,2021-02-01,CHWY, Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1221,2021-01-29,CHWY, Marie Newman,Sale,1001.0,"$1,001-$15,000"
1222,2021-01-29,CHWY, Marie Newman,Sale,1001.0,"$1,001-$15,000"
1223,2021-01-21,CHWY,Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1224,2021-01-08,CHWY,Marie Newman,Sale,1001.0,"$1,001-$15,000"
1225,2021-01-04,CHWY,Marie Newman,Purchase,1001.0,"$1,001-$15,000"
1226,2022-03-09,ANTM, John Curtis,Sale,1001.0,"$1,001-$15,000"
1227,2022-01-14,ANTM, John Curtis,Purchase,1001.0,"$1,001-$15,000"
1228,2021-12-27,ANTM, David B. Mckinley,Sale,50001.0,"$50,001-$100,000"
1229,2021-06-22,ANTM, John Curtis,Purchase,1001.0,"$1,001-$15,000"
1230,2021-04-09,ANTM, Sara Jacobs,Sale,50001.0,"$50,001-$100,000"
1231,2021-02-16,ANTM,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
1232,2020-10-16,ANTM, Robert J. Wittman,Purchase,1001.0,"$1,001-$15,000"
1233,2020-08-20,ANTM, David B. Mckinley,Sale,1001.0,"$1,001-$15,000"
1234,2020-08-07,ANTM, Joe Courtney,Sale,1001.0,"$1,001-$15,000"
1235,2020-04-30,ANTM, David B. Mckinley,Purchase,1001.0,"$1,001-$15,000"
1236,2020-03-27,ANTM, John Curtis,Purchase,1001.0,"$1,001-$15,000"
1237,2020-03-23,ANTM, David B. Mckinley,Purchase,15001.0,"$15,001-$50,000"
1238,2020-03-18,ANTM, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1239,2020-01-09,ANTM, Michael John Gallagher,Sale,1001.0,"$1,001-$15,000"
1240,2019-12-31,ANTM, Joe Courtney,Purchase,1001.0,"$1,001-$15,000"
1241,2019-11-08,ANTM, Robert J. Wittman,Purchase,1001.0,"$1,001-$15,000"
1242,2019-07-09,ANTM, Elizabeth Fletcher,Sale,1001.0,"$1,001-$15,000"
1243,2019-05-09,ANTM, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1244,2019-03-08,ANTM, Elizabeth Fletcher,Purchase,1001.0,"$1,001-$15,000"
1245,2019-03-08,ANTM, David B. Mckinley,Purchase,1001.0,"$1,001-$15,000"
1246,2019-02-26,ANTM, Elizabeth Fletcher,Purchase,1001.0,"$1,001-$15,000"
1247,2019-01-14,ANTM, Peter J. Visclosky,Sale,15001.0,"$15,001-$50,000"
1248,2021-09-16,SONY, Katherine M. Clark,Sale,1001.0,"$1,001-$15,000"
1249,2021-06-04,SONY, Katherine M. Clark,Purchase,1001.0,"$1,001-$15,000"
1250,2021-06-04,SONY, Katherine M. Clark,Purchase,1001.0,"$1,001-$15,000"
1251,2019-06-24,FOXF, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
1252,2020-11-20,CIEN, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
1253,2020-07-24,CIEN, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
1254,2019-03-13,CIEN, Earl Blumenauer,Sale,1001.0,"$1,001-$15,000"
1255,2021-06-10,CWH, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1256,2021-05-14,CWH, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1257,2023-02-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1258,2022-11-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1259,2022-08-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1260,2022-05-13,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1261,2022-02-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1262,2022-01-28,NWN, Earl Blumenauer,Sale,15001.0,"$15,001-$50,000"
1263,2021-11-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1264,2021-08-13,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1265,2021-05-14,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1266,2021-02-12,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1267,2020-11-13,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1268,2020-08-14,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1269,2020-08-11,NWN, Earl Blumenauer,Sale,50001.0,"$50,001-$100,000"
1270,2020-05-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1271,2020-02-14,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1272,2019-11-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1273,2019-08-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1274,2019-05-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1275,2019-02-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1276,2018-08-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1277,2018-05-15,NWN, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
1278,2023-01-11,PAYX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1279,2020-06-16,PAYX," Robert C. ""Bobby"" Scott",Sale,15001.0,"$15,001-$50,000"
1280,2020-06-16,PAYX," Robert C. ""Bobby"" Scott",Sale,1001.0,"$1,001-$15,000"
1281,2020-03-23,PAYX, Zoe Lofgren,Sale,1001.0,"$1,001-$15,000"
1282,2020-03-18,PAYX, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1283,2019-03-25,PAYX, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
1284,2018-05-31,PAYX, Pete Sessions,Sale,15001.0,"$15,001-$50,000"
1285,2022-03-29,AMH, William R. Keating,Purchase,1001.0,"$1,001-$15,000"
1286,2019-06-24,AMH, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
1287,2019-06-04,AMH, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
1288,2021-12-21,FVRR, Donald Sternoff Beyer Jr.,Sale,1001.0,"$1,001-$15,000"
1289,2021-02-26,FVRR, Donald Sternoff  Beyer Jr,Sale,1001.0,"$1,001-$15,000"
1290,2020-08-27,FVRR, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
1291,2022-09-27,WRK, Robert J. Wittman,Sale,1001.0,"$1,001-$15,000"
1292,2021-06-10,WRK, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1293,2021-01-12,WRK, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1294,2020-12-16,WRK, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1295,2020-12-10,WRK, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1296,2020-08-27,WRK, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1297,2020-04-06,WRK, Susie Lee,Sale,1001.0,"$1,001-$15,000"
1298,2020-04-02,WRK, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1299,2020-04-02,WRK, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1300,2020-03-18,WRK, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
1301,2020-02-28,WRK, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1302,2019-09-27,WRK, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1303,2019-09-13,WRK, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1304,2019-09-12,WRK, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
1305,2019-08-14,WRK, Gilbert Cisneros,Sale,1001.0,"$1,001-$15,000"
1306,2019-08-13,WRK, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1307,2019-06-20,WRK, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
1308,2019-03-06,WRK, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
1309,2018-09-20,WRK, Thomas J. Rooney,Purchase,1001.0,"$1,001-$15,000"
1310,2023-02-13,VEEV, William R. Keating,Purchase,1001.0,"$1,001-$15,000"
1311,2021-03-17,VEEV, William R. Keating,Purchase,1001.0,"$1,001-$15,000"
1312,2021-03-04,VEEV, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1313,2020-11-16,VEEV, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1314,2020-09-14,VEEV, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
1315,2020-07-22,VEEV, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1316,2020-06-19,VEEV, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1317,2020-05-07,VEEV, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1318,2020-05-07,VEEV, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1319,2019-06-06,VEEV, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
1320,2018-10-17,VEEV, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
1321,2020-02-12,TCO, Tom Malinowski,Purchase,1001.0,"$1,001-$15,000"
1322,2020-02-07,TCO, Tom Malinowski,Purchase,1001.0,"$1,001-$15,000"
1323,2021-11-16,FBND, Kevin Hern,Sale,50001.0,"$50,001-$100,000"
1324,2021-10-06,FBND, Thomas Suozzi,Sale,50001.0,"$50,001-$100,000"
1325,2021-06-09,FBND, Thomas Suozzi,Purchase,50001.0,"$50,001-$100,000"
